Timestamp,From Bank,Account,To Bank,Account.1,Amount Received,Receiving Currency,Amount Paid,Payment Currency,Payment Format,Is Laundering
2022/09/11 17:24,50528,812D0C600,148350,811FFF630,66793.17,Saudi Riyal,66793.17,Saudi Riyal,ACH,1
2022/09/02 13:00,1292,8004661C0,1853,800D21120,27475.9,US Dollar,27475.9,US Dollar,Cheque,0
2022/09/01 06:35,22775,80181ECF0,117660,80ACB2F10,7481.05,Euro,7481.05,Euro,Credit Card,0
2022/09/06 16:46,11056,8006333D0,13265,8019119F0,39.67,Euro,39.67,Euro,Credit Card,0
2022/09/05 06:59,1853,802C4DC60,17246,812B95EC0,48.19,US Dollar,48.19,US Dollar,Cash,0
2022/09/07 01:10,70,1004289C0,243614,810274CF0,205554.17,Shekel,205554.17,Shekel,Cash,0
2022/09/10 04:06,213,80B75BFF0,213,80B75C040,54318.49,Mexican Peso,54318.49,Mexican Peso,ACH,1
2022/09/08 12:43,28183,8088E9DA0,134117,80CBA63F0,177016.95,Mexican Peso,177016.95,Mexican Peso,ACH,1
2022/09/02 01:15,110603,8089F4490,44351,810DC47F0,5187.24,US Dollar,5187.24,US Dollar,Wire,0
2022/09/01 18:49,211,807C51D30,7,8083BF980,13248.52,UK Pound,13248.52,UK Pound,Credit Card,0
2022/09/02 00:04,795,8045BB420,32814,80CB419A0,485.84,Mexican Peso,485.84,Mexican Peso,Credit Card,0
2022/09/02 22:52,22,800799670,1299,80204DD20,3188.59,Euro,3188.59,Euro,Credit Card,0
2022/09/10 18:05,240304,80F542950,29404,8041A3440,6776.27,US Dollar,6776.27,US Dollar,ACH,1
2022/09/09 18:43,1068,80130FE70,15916,802D2B480,11952.7,US Dollar,11952.7,US Dollar,Cheque,0
2022/09/09 09:37,70,1004287C8,7,806124230,996110.24,Ruble,996110.24,Ruble,Credit Card,1
2022/09/03 00:11,254355,813C5FBA1,152416,813E0B811,348.860785,Bitcoin,348.860785,Bitcoin,Bitcoin,0
2022/09/03 00:59,22345,8017CDD70,115359,80C2537A0,22455.05,US Dollar,22455.05,US Dollar,Credit Card,0
2022/09/02 19:31,1490,8002F45D0,11852,801E07170,908.25,Euro,908.25,Euro,Cash,0
2022/09/08 14:23,70,100428660,43311,813AB5140,618.1,US Dollar,618.1,US Dollar,Cheque,1
2022/09/10 11:26,25075,802873390,17649,80EBECAD0,4091.59,Euro,4091.59,Euro,ACH,1
2022/09/01 20:29,23344,80B6BE160,23344,80B6BE160,41450.83,Euro,41450.83,Euro,Reinvestment,0
2022/09/09 02:44,1688,8019EA660,15,803F94070,1180981.55,Yen,1180981.55,Yen,ACH,1
2022/09/07 03:56,71,804FABA00,3,804FABD20,3583313.31,Rupee,3583313.31,Rupee,ACH,1
2022/09/01 00:25,21387,807C71860,21387,807C71860,2695692.53,Euro,2695692.53,Euro,Reinvestment,0
2022/09/02 07:27,21575,801974530,21611,80354E7B0,1228.67,US Dollar,1228.67,US Dollar,Cheque,0
2022/09/07 23:05,28627,80595B7A0,23,80B780980,53.6,Euro,53.6,Euro,Credit Card,0
2022/09/04 03:41,11405,801A54900,11296,801A54950,3275.16,US Dollar,3275.16,US Dollar,ACH,1
2022/09/01 04:24,10,800250DA0,16333,802CDC780,2789.94,US Dollar,2789.94,US Dollar,Cheque,0
2022/09/08 13:47,70,100428780,13157,805C11460,29.71,Rupee,29.71,Rupee,Credit Card,0
2022/09/07 16:15,19318,80390F790,19329,808B1C350,15924.14,US Dollar,15924.14,US Dollar,ACH,1
2022/09/07 11:34,13659,8058FE420,1547,8028F2650,10122.46,Euro,10122.46,Euro,ACH,1
2022/09/05 06:43,16333,804DE70D0,16224,804DE78A0,2166.7,US Dollar,2166.7,US Dollar,ACH,0
2022/09/02 08:17,1,800DD9900,11157,8006F0580,488.77,US Dollar,488.77,US Dollar,ACH,1
2022/09/09 21:54,15980,807DA56E0,6010,80E3DD750,1252.49,US Dollar,1252.49,US Dollar,Cheque,0
2022/09/08 13:40,22205,801A4DCF0,1674,80055FEA0,15892.42,US Dollar,15892.42,US Dollar,ACH,1
2022/09/05 17:09,117660,807BB73E0,221527,8080D5A20,1440.45,US Dollar,1440.45,US Dollar,Credit Card,0
2022/09/01 19:49,29064,80AC6ADC0,29064,80AC6ADC0,24.86,Australian Dollar,24.86,Australian Dollar,Reinvestment,0
2022/09/08 11:11,220,80014BF30,1244,802175200,104.72,US Dollar,104.72,US Dollar,Cheque,0
2022/09/02 22:35,9665,803B4D970,19925,80407D660,59910.29,Yen,59910.29,Yen,Credit Card,0
2022/09/05 12:32,1267,8030004E0,219205,806F2B220,863614.74,Ruble,863614.74,Ruble,ACH,1
2022/09/02 07:28,132445,80CFA7540,19601,80E1C0420,15863.55,US Dollar,15863.55,US Dollar,Cheque,0
2022/09/07 18:39,111425,8044102D0,1853,807D4D5C0,64.89,US Dollar,64.89,US Dollar,Cheque,0
2022/09/07 14:46,23,800125050,22,800D88DF0,833.4,Euro,833.4,Euro,Credit Card,0
2022/09/06 13:56,11974,80116ED20,1420,801722EF0,98.6,US Dollar,98.6,US Dollar,Wire,0
2022/09/02 06:07,70,100428810,22575,80883BCC0,15688.69,UK Pound,15688.69,UK Pound,Cheque,0
2022/09/02 03:15,225,813C245D1,254242,813F75111,1.979126,Bitcoin,1.979126,Bitcoin,Bitcoin,0
2022/09/09 06:04,1,8006A9500,795,800BA3410,28770.11,US Dollar,28770.11,US Dollar,Credit Card,0
2022/09/07 18:42,215803,80D259210,21918,810FCE900,5971963.08,Euro,5971963.08,Euro,Cash,0
2022/09/09 02:49,70,100428660,30775,80F2F7770,1790434.47,US Dollar,1790434.47,US Dollar,Cash,1
2022/09/08 09:06,112733,805409060,10441,803CF4370,15985.82,Euro,15985.82,Euro,ACH,1
2022/09/03 23:21,27621,80A492C00,19,80A8B7610,1804.15,Australian Dollar,1804.15,Australian Dollar,Cheque,0
2022/09/09 08:06,70,100428660,24515,804E33730,2921.5,US Dollar,2921.5,US Dollar,Cash,1
2022/09/05 03:04,29069,80C37CF50,146122,8132118A0,1077.77,Euro,1077.77,Euro,Cheque,0
2022/09/02 11:24,220541,807C36910,1267,8028D57C0,121940.36,Yuan,121940.36,Yuan,ACH,1
2022/09/06 05:47,244192,8106A5B00,245093,81090DA60,664.72,Shekel,664.72,Shekel,Credit Card,0
2022/09/01 20:28,1068,800FB1BD0,22205,801A53C00,15533.87,US Dollar,15533.87,US Dollar,ACH,1
2022/09/06 07:06,12513,8088DB710,219077,80D38D120,21.22,Euro,21.22,Euro,Credit Card,0
2022/09/05 04:26,70,1004286A8,139216,813ED5D40,1253.05,Euro,1253.05,Euro,Cheque,1
2022/09/01 10:29,244192,81016ED10,244192,81016ED10,31.09,Shekel,31.09,Shekel,Reinvestment,0
2022/09/02 02:18,70,100428810,211,808DC40D0,3962.35,UK Pound,3962.35,UK Pound,Cash,0
2022/09/05 18:13,19318,8106B1750,218267,810FEDB90,13904.67,Euro,13904.67,Euro,ACH,1
2022/09/01 22:11,26860,80280F1E0,15010,808A61B90,195318.8,Euro,195318.8,Euro,Cheque,0
2022/09/10 05:52,13029,804F47D50,1292,80AE68D00,8383.91,US Dollar,8383.91,US Dollar,ACH,1
2022/09/08 21:51,28694,810D7CE70,38132,812468F90,215.37,US Dollar,215.37,US Dollar,Credit Card,0
2022/09/08 09:38,16333,804785B80,219184,80B3CE860,3710.96,US Dollar,3710.96,US Dollar,Cheque,0
2022/09/03 19:10,13554,8014E85C0,3,8007C82A0,3169.29,Yuan,3169.29,Yuan,ACH,1
2022/09/12 12:18,12963,8016C37F0,213737,8058B1D10,1329322.3,Rupee,1329322.3,Rupee,ACH,1
2022/09/01 12:22,20,80031DE70,21381,802F82590,430.45,Yuan,430.45,Yuan,Credit Card,0
2022/09/06 14:55,212789,804B56250,7,807C35490,4445.55,UK Pound,4445.55,UK Pound,ACH,1
2022/09/07 08:26,6129,80349D400,139793,80EB1AA20,6260.67,Swiss Franc,6260.67,Swiss Franc,ACH,1
2022/09/09 23:20,26024,8028F68A0,225263,8099282A0,269.62,US Dollar,269.62,US Dollar,Cheque,0
2022/09/03 12:23,226548,809AACD60,25113,809E9E280,163.23,Canadian Dollar,163.23,Canadian Dollar,Cheque,0
2022/09/03 21:28,43049,80FFB06A0,217,810092C80,19489.86,Shekel,19489.86,Shekel,Cash,0
2022/09/09 20:03,13037,803A90420,215266,80CD28830,10.95,US Dollar,10.95,US Dollar,Wire,0
2022/09/04 07:25,115,80CDE6210,29,80CE42970,214096.85,Brazil Real,214096.85,Brazil Real,Cheque,1
2022/09/09 00:57,12446,8077DEB60,2952,80B6C4F80,2.29,US Dollar,2.29,US Dollar,ACH,0
2022/09/03 07:41,15,803B75BD0,9679,803B75D60,229668.95,Yen,229668.95,Yen,ACH,1
2022/09/06 19:29,1601,808FE2E00,148016,811F4AF40,26096.16,Saudi Riyal,26096.16,Saudi Riyal,ACH,1
2022/09/01 14:03,211,80CCA9280,10,80D6DD930,30581.35,Brazil Real,30581.35,Brazil Real,Cheque,0
2022/09/08 20:10,14325,803496C50,16031,804EE2810,310783.87,US Dollar,310783.87,US Dollar,Wire,0
2022/09/07 08:01,12,8007DF5C0,3655,80B356960,100.23,Euro,100.23,Euro,Credit Card,0
2022/09/03 02:41,20898,80824A2C0,221868,80A174BB0,18482.69,US Dollar,18482.69,US Dollar,Cheque,0
2022/09/01 16:08,220,800B799A0,2952,801221410,1130.85,US Dollar,1130.85,US Dollar,Cheque,0
2022/09/05 23:59,70,1004288E8,214,80B73DBD0,401702.98,Mexican Peso,401702.98,Mexican Peso,Credit Card,0
2022/09/08 08:35,18511,80C813A70,11,80005F430,5935.92,Euro,5935.92,Euro,ACH,1
2022/09/07 06:19,131086,80C5A7390,28,80C645060,18993.97,Mexican Peso,18993.97,Mexican Peso,Credit Card,0
2022/09/01 22:27,17753,80C2A3E00,17753,80C2A3E00,20.87,US Dollar,20.87,US Dollar,Reinvestment,0
2022/09/01 03:44,10,81327D080,10,81327D080,4.17,US Dollar,4.17,US Dollar,Reinvestment,0
2022/09/04 00:14,22164,8017FD620,17327,803217370,124.54,US Dollar,124.54,US Dollar,Credit Card,0
2022/09/08 21:57,22205,800E8DBA0,1241,801D75000,63.31,US Dollar,63.31,US Dollar,Cheque,0
2022/09/06 21:17,137218,80E46AEC0,39775,80EA30B70,197.86,Swiss Franc,197.86,Swiss Franc,Credit Card,0
2022/09/10 20:27,21575,800F1D640,217125,806BF3340,560264.4,Ruble,560264.4,Ruble,ACH,1
2022/09/04 00:18,21550,8056F3050,11474,80152DD50,6.22,US Dollar,6.22,US Dollar,Credit Card,0
2022/09/07 17:27,2439,801730DA0,1688,8139ED8F0,2165.76,US Dollar,2165.76,US Dollar,Cheque,0
2022/09/01 00:48,11,800863A20,12797,8053E66C0,814.66,Euro,814.66,Euro,ACH,0
2022/09/02 02:08,2952,803C1B4D0,11107,804266260,1472.55,US Dollar,1472.55,US Dollar,Cash,0
2022/09/09 14:45,331029,811A12130,218438,811A12490,1255.56,US Dollar,1255.56,US Dollar,Cheque,0
2022/09/01 01:08,12585,80EB5DA60,221282,80EB5DBA0,4792.24,US Dollar,4792.24,US Dollar,ACH,0
2022/09/03 15:20,2947,803E4FCC0,28255,805E04B70,896.46,US Dollar,896.46,US Dollar,Cheque,0
2022/09/09 06:39,3,80505B3E0,71,80505C1E0,30254.96,Rupee,30254.96,Rupee,Wire,0
2022/09/08 11:11,1267,8030004E0,222363,80C702290,1365.31,US Dollar,1365.31,US Dollar,ACH,1
2022/09/09 00:25,19,80A128850,28768,80B046DA0,17.05,Australian Dollar,17.05,Australian Dollar,Credit Card,0
2022/09/07 11:42,70,100428660,11030,812157FE0,9300.63,US Dollar,9300.63,US Dollar,Credit Card,1
2022/09/07 02:52,20,801DD1C70,139793,80EB1AA20,5563.32,Swiss Franc,5563.32,Swiss Franc,ACH,1
2022/09/09 05:57,37812,8034CF990,4523,8032810F0,227.48,US Dollar,227.48,US Dollar,Cheque,0
2022/09/09 17:41,12,804B2E420,29944,80DB1E720,100821.32,Yuan,100821.32,Yuan,ACH,1
2022/09/05 06:50,24779,80922F790,214,8092F8360,2107.52,Canadian Dollar,2107.52,Canadian Dollar,Cheque,0
2022/09/01 01:54,15863,8042480E0,6030,809C0E520,712.54,Euro,712.54,Euro,Cheque,0
2022/09/07 12:46,4259,802CC4360,117660,80D24B970,5584.13,Euro,5584.13,Euro,Credit Card,0
2022/09/07 16:36,145386,813E31A80,214609,813E31AD0,3803.91,US Dollar,3803.91,US Dollar,ACH,0
2022/09/07 13:05,1,800C15DD0,1241,80121F600,1479.05,US Dollar,1479.05,US Dollar,Cheque,0
2022/09/06 15:00,24850,803A582D0,11056,80ABDD6E0,270.53,Euro,270.53,Euro,Cheque,0
2022/09/02 04:29,11904,8012E7F50,701,801DA7F70,65893.69,US Dollar,65893.69,US Dollar,Cheque,0
2022/09/05 22:16,21174,800C214A0,223233,80C1474D0,280.17,US Dollar,280.17,US Dollar,Cheque,0
2022/09/08 18:23,12381,801318F70,2991,8012DE8D0,19401.24,US Dollar,19401.24,US Dollar,ACH,1
2022/09/09 08:45,325661,8098E92E0,25534,8098E9510,429.44,Canadian Dollar,429.44,Canadian Dollar,ACH,0
2022/09/08 04:14,12381,800EE7540,21550,800EE7720,3621.08,US Dollar,3621.08,US Dollar,ACH,1
2022/09/02 11:38,1588,80820F1A0,1,800BA6480,7575.49,US Dollar,7575.49,US Dollar,ACH,1
2022/09/01 09:31,28627,80B9F0EE0,26442,80AEBECB0,7678.43,US Dollar,7678.43,US Dollar,ACH,1
2022/09/01 23:28,1,8024DC4A0,13554,8026D1E60,783.53,Euro,783.53,Euro,Credit Card,0
2022/09/06 09:58,70,1004286A8,20,800161D40,31.83,Euro,31.83,Euro,Cash,0
2022/09/06 10:54,118,812D06150,222,811D80C30,30027.36,Saudi Riyal,30027.36,Saudi Riyal,ACH,1
2022/09/07 05:06,12004,801BA0B00,15010,802574680,76.49,Euro,76.49,Euro,Credit Card,0
2022/09/02 08:00,12381,80100ADE0,23833,801646990,82.0,US Dollar,82.0,US Dollar,Credit Card,0
2022/09/02 21:16,13327,8015F18C0,17753,809BB5050,20774.17,US Dollar,20774.17,US Dollar,Cheque,0
2022/09/08 21:48,220,813D2BED1,154148,814291021,0.028338,Bitcoin,0.028338,Bitcoin,Bitcoin,0
2022/09/02 14:17,212,807699D10,7,8076DDCE0,30.11,UK Pound,30.11,UK Pound,Cash,0
2022/09/06 08:54,21918,805F3C0C0,210575,805F41D50,10050.41,Euro,10050.41,Euro,ACH,1
2022/09/06 18:06,48309,811C599A0,150240,812D22980,66099.95,Saudi Riyal,66099.95,Saudi Riyal,ACH,1
2022/09/01 00:04,223026,80D18B5E0,223026,80D18B5E0,7.3,Euro,7.3,Euro,Reinvestment,0
2022/09/02 22:58,210,80009C160,25170,809A9CD80,1240.08,Canadian Dollar,1240.08,Canadian Dollar,Credit Card,0
2022/09/08 17:21,23,80595BED0,222363,80BED30D0,6758.57,US Dollar,6758.57,US Dollar,ACH,1
2022/09/01 04:50,13037,8011B4700,2952,8023EE9E0,10.57,US Dollar,10.57,US Dollar,ACH,0
2022/09/07 16:36,70,100428978,112,80F0FA640,429.75,Swiss Franc,429.75,Swiss Franc,Cheque,0
2022/09/01 00:33,21387,811B12170,21387,811B121C0,3259.18,Euro,3259.18,Euro,ACH,1
2022/09/03 07:53,3420,80BDA27C0,5836,80D801B30,993.11,US Dollar,993.11,US Dollar,Cheque,0
2022/09/12 07:35,30474,80B1EA390,6075,802E6E910,787.51,US Dollar,787.51,US Dollar,ACH,1
2022/09/06 13:18,21918,800F2CAB0,21387,804892080,1078.47,Euro,1078.47,Euro,Cheque,0
2022/09/01 00:21,354141,813C9E991,126,813C9E101,0.066721,Bitcoin,0.066721,Bitcoin,Bitcoin,0
2022/09/09 22:50,70,100428660,220271,80AAC4B00,2.18,US Dollar,2.18,US Dollar,Cheque,0
2022/09/02 14:03,26860,80B3612A0,243445,811156300,12.75,Euro,12.75,Euro,Credit Card,0
2022/09/07 21:08,210185,80443C850,10656,8045050D0,156332.3,Yen,156332.3,Yen,ACH,0
2022/09/02 08:38,70,1004289C0,142836,810CCB0A0,84.51,Shekel,84.51,Shekel,Cheque,0
2022/09/02 14:06,70,100428660,24132,809942DA0,89.83,US Dollar,89.83,US Dollar,Cheque,1
2022/09/01 04:05,2591,80092CC80,16871,8052970B0,43196.79,Euro,43196.79,Euro,Cheque,0
2022/09/11 14:57,231212,80ED002D0,1688,80152EDC0,7901.37,US Dollar,7901.37,US Dollar,ACH,1
2022/09/09 02:44,12719,80117E2E0,2439,80117E9C0,2245.27,US Dollar,2245.27,US Dollar,ACH,1
2022/09/10 04:14,245668,81132AE90,119,81132D840,15312.72,Shekel,15312.72,Shekel,ACH,1
2022/09/09 11:43,53744,813CE86C1,254242,813DA0271,0.096667,Bitcoin,0.096667,Bitcoin,Bitcoin,0
2022/09/08 10:48,11056,801E30F10,410,801FC1E30,3547.7,Euro,3547.7,Euro,ACH,1
2022/09/01 04:11,123288,80C0E0E80,123288,80C0E0E80,5766.99,US Dollar,5766.99,US Dollar,Reinvestment,0
2022/09/05 02:59,70,100428660,19329,80AE91D70,238.47,US Dollar,238.47,US Dollar,Credit Card,1
2022/09/09 10:01,70,100428978,116,80F4FD900,1795.11,Swiss Franc,1795.11,Swiss Franc,Cheque,1
2022/09/10 02:52,50202,812D129C0,222,812D127D0,39989.31,Saudi Riyal,39989.31,Saudi Riyal,ACH,1
2022/09/02 01:36,210319,80402EDD0,210185,80423ED70,36912.96,Yen,36912.96,Yen,Cheque,0
2022/09/01 14:22,2952,802B6A2E0,1244,8032B1190,113.99,US Dollar,113.99,US Dollar,Cheque,0
2022/09/06 06:01,211212,80D016C90,8595,80D016D30,2672.34,US Dollar,2672.34,US Dollar,ACH,1
2022/09/08 23:49,13862,8078765D0,3489,801C63740,9676.17,Euro,9676.17,Euro,ACH,1
2022/09/03 08:44,21940,8022BFE30,1688,804287A30,55.42,US Dollar,55.42,US Dollar,Cheque,0
2022/09/02 16:02,1601,8006E10F0,6156,806CA8360,2338.41,US Dollar,2338.41,US Dollar,Credit Card,0
2022/09/02 05:31,328644,810C9F5B0,18428,810C9FD10,1294.82,Euro,1294.82,Euro,ACH,0
2022/09/01 00:14,1047,811716860,1047,811716860,21.66,US Dollar,21.66,US Dollar,Reinvestment,0
2022/09/04 15:02,220572,808A95A40,222268,8138A7C30,10246.35,UK Pound,10246.35,UK Pound,Cheque,0
2022/09/09 07:53,1916,801FBB150,23525,802A87F10,825.0,Euro,825.0,Euro,Credit Card,0
2022/09/05 16:59,113530,8053CA8F0,16,805741200,7387.07,Rupee,7387.07,Rupee,Cheque,0
2022/09/05 22:30,225,813B3FDF1,154043,8142409B1,0.04313,Bitcoin,0.04313,Bitcoin,Bitcoin,0
2022/09/09 12:40,12,8010D4440,28726,809379140,6828.41,Euro,6828.41,Euro,ACH,1
2022/09/05 10:10,1674,8004723C0,222363,80C2B2F10,60.7,US Dollar,60.7,US Dollar,Cheque,0
2022/09/06 11:31,13078,804D8F870,113523,805239910,8212.55,Rupee,8212.55,Rupee,Cheque,0
2022/09/01 01:10,2915,802D17660,14663,804EB9150,6969.9,Euro,6969.9,Euro,Credit Card,0
2022/09/01 23:54,116,80E8E2130,116,80E8E2130,4.09,Swiss Franc,4.09,Swiss Franc,Reinvestment,0
2022/09/02 14:20,21745,803366440,22091,808728C10,9479.43,UK Pound,9479.43,UK Pound,ACH,1
2022/09/08 21:12,22806,801F29A10,11657,801F2AE90,1027.6,Euro,1027.6,Euro,ACH,1
2022/09/09 14:57,70,100428660,6075,802AED530,153.47,US Dollar,153.47,US Dollar,Credit Card,0
2022/09/07 18:27,70,100428660,23537,801DD8640,705.78,US Dollar,705.78,US Dollar,Credit Card,1
2022/09/03 14:14,20486,808BBB830,120292,808BBB920,1611.03,UK Pound,1611.03,UK Pound,ACH,1
2022/09/08 08:02,22,800526C80,12,800288190,14134.54,Euro,14134.54,Euro,ACH,1
2022/09/08 09:10,15,80007ACB0,15,802F8F510,17951.33,Yen,17951.33,Yen,ACH,0
2022/09/02 02:20,320180,80EF86530,19740,80EF86490,3560.59,Yuan,3560.59,Yuan,Cheque,0
2022/09/01 00:12,11318,800DFD230,16224,8028628A0,17391.46,US Dollar,17391.46,US Dollar,ACH,0
2022/09/09 02:06,70,100428660,29404,812605260,320.52,US Dollar,320.52,US Dollar,Cheque,1
2022/09/05 20:00,225454,8098E7160,26302,809E3F640,130079.89,Canadian Dollar,130079.89,Canadian Dollar,Cheque,0
2022/09/05 10:44,1198,80FD2DB70,1198,80FDE76F0,148.62,Shekel,148.62,Shekel,Credit Card,0
2022/09/04 00:26,70,100428810,212,80843D3E0,9857.57,UK Pound,9857.57,UK Pound,Cheque,1
2022/09/04 23:05,28827,805A293A0,4523,805B266D0,48040.45,US Dollar,48040.45,US Dollar,ACH,1
2022/09/06 21:46,27637,80518A110,211050,80B456730,16.41,US Dollar,16.41,US Dollar,Cheque,0
2022/09/10 12:00,14,81021B2C0,144639,810ED12D0,7035.54,Shekel,7035.54,Shekel,Credit Card,0
2022/09/07 04:23,27217,80882A0D0,220888,812655CE0,173.51,Euro,173.51,Euro,Cash,0
2022/09/09 12:51,111631,80B46B810,17327,80B48DEF0,3658.64,US Dollar,3658.64,US Dollar,ACH,1
2022/09/02 23:29,228321,80E3F7F60,13917,811C94750,136.41,US Dollar,136.41,US Dollar,Cheque,0
2022/09/08 11:27,119880,807CD62A0,14657,80C2A7A00,5158.22,Euro,5158.22,Euro,Credit Card,0
2022/09/05 16:44,21174,80B9344C0,33456,80D03CB70,1216.07,US Dollar,1216.07,US Dollar,ACH,0
2022/09/08 17:09,213952,813483C00,248290,813484090,32903.46,US Dollar,32903.46,US Dollar,ACH,1
2022/09/06 12:44,1267,8030004E0,19,80B061620,6158.6,Australian Dollar,6158.6,Australian Dollar,ACH,1
2022/09/06 15:36,1412,801D24040,137335,80DD7D980,725.05,US Dollar,725.05,US Dollar,Credit Card,0
2022/09/05 08:21,122463,808A8A980,22091,80B208610,431.36,UK Pound,431.36,UK Pound,Credit Card,0
2022/09/06 16:16,211,807733B10,120292,807E6E520,989.48,UK Pound,989.48,UK Pound,Credit Card,0
2022/09/02 00:19,116715,8084FA140,12381,803BF4EB0,28.09,US Dollar,28.09,US Dollar,Credit Card,0
2022/09/04 14:19,70,1004286A8,219449,80AAEAA00,726.28,Euro,726.28,Euro,Cheque,0
2022/09/07 18:05,233168,80DF9EF10,144831,810BEA5B0,65262.03,Shekel,65262.03,Shekel,ACH,1
2022/09/07 00:12,4,806A2EA70,218783,807441650,117560.49,Ruble,117560.49,Ruble,Credit Card,0
2022/09/02 12:08,110057,803E09020,210185,8041613A0,108660.99,Yen,108660.99,Yen,Cheque,0
2022/09/02 15:15,254242,813E4A5B1,153827,814710831,3.585829,Bitcoin,3.585829,Bitcoin,Bitcoin,0
2022/09/02 22:40,14549,80482D6F0,28694,81009C2D0,1377.49,US Dollar,1377.49,US Dollar,Credit Card,0
2022/09/03 00:04,115700,80ABC5050,9482,81447C2D0,76.95,US Dollar,76.95,US Dollar,Credit Card,0
2022/09/02 08:33,335984,80D1DF830,25749,80D1DF7E0,136.73,US Dollar,136.73,US Dollar,ACH,0
2022/09/07 03:32,214615,8075AC7C0,111425,8093599E0,530992.66,US Dollar,530992.66,US Dollar,ACH,0
2022/09/03 07:09,10,800042E70,1,800115570,2407.09,US Dollar,2407.09,US Dollar,Credit Card,0
2022/09/09 12:46,70,100428660,12719,80C798460,49750.1,US Dollar,49750.1,US Dollar,Cheque,1
2022/09/01 00:09,120511,807D38C10,120511,807D38C10,9.65,Euro,9.65,Euro,Reinvestment,0
2022/09/01 15:13,28827,803E30720,28827,803E30720,1613429.81,Rupee,21968.16,US Dollar,ACH,0
2022/09/05 19:55,32405,810D87E20,6276,80DF47A40,3375.2,US Dollar,3375.2,US Dollar,ACH,1
2022/09/08 00:02,1362,800493070,12,8004938E0,5919.02,US Dollar,5919.02,US Dollar,ACH,1
2022/09/08 04:26,15,81342DDF1,220,813778041,1.253853,Bitcoin,1.253853,Bitcoin,Bitcoin,0
2022/09/02 19:53,222664,8086FA900,29251,8086FA950,2515.15,US Dollar,2515.15,US Dollar,ACH,1
2022/09/08 22:08,19,8090FA070,25534,80965FCC0,52.64,Canadian Dollar,52.64,Canadian Dollar,Cheque,0
2022/09/05 18:45,135155,80CF5C1F0,235874,80D68BD60,26844.37,Brazil Real,26844.37,Brazil Real,Cheque,0
2022/09/06 00:54,3123,8075CAF30,223030,8102E41F0,8310.36,Euro,8310.36,Euro,Credit Card,0
2022/09/09 20:45,70,100428660,22164,801726B10,6374.88,US Dollar,6374.88,US Dollar,Cheque,1
2022/09/01 15:43,25768,8093F4AE0,25768,8093F4AE0,1807.97,Euro,1807.97,Euro,Reinvestment,0
2022/09/01 15:26,14381,805C2AFB0,13029,805C2B8A0,66414493570.04,Rupee,66414493570.04,Rupee,ACH,1
2022/09/05 21:53,8771,8060F85A0,224716,8137D90C0,1272341.49,UK Pound,1272341.49,UK Pound,Cash,0
2022/09/09 20:58,220541,8082BE890,22541,808427790,547.49,UK Pound,547.49,UK Pound,Wire,0
2022/09/07 21:03,23,800238830,22,8000FE520,10940.76,Euro,10940.76,Euro,ACH,1
2022/09/02 04:04,122151,80935C010,17748,80B55A4F0,105.52,US Dollar,105.52,US Dollar,Cheque,0
2022/09/05 14:01,10656,8046E01F0,15,8046E0820,221858.89,Yen,221858.89,Yen,ACH,1
2022/09/01 04:30,70,100428780,13659,805C57100,20049.92,Rupee,20049.92,Rupee,Cheque,0
2022/09/01 06:37,222268,80838A1D0,22155,8083A0BA0,93.52,UK Pound,93.52,UK Pound,Cheque,0
2022/09/03 13:07,3149,801BB70D0,23,80C90BBB0,2632.25,Euro,2632.25,Euro,ACH,1
2022/09/09 15:01,410,806D3DC80,12561,8104423F0,6565.64,Euro,6565.64,Euro,Cash,0
2022/09/06 00:13,12446,80DD647E0,229089,811CB1370,32.29,US Dollar,32.29,US Dollar,Credit Card,0
2022/09/08 12:06,21,803F9CB00,14325,801A21E40,16979.61,US Dollar,16979.61,US Dollar,ACH,1
2022/09/10 02:48,220,8135F0891,154043,81443F991,13.200063,Bitcoin,13.200063,Bitcoin,Bitcoin,0
2022/09/01 23:24,1,802843EF0,1420,805A2A8F0,14774826.76,US Dollar,14774826.76,US Dollar,Cheque,0
2022/09/06 07:31,5394,80B467640,17400,8118D3770,12269.71,US Dollar,12269.71,US Dollar,ACH,0
2022/09/07 08:03,12004,801823D10,23402,80242A960,7457.57,US Dollar,7457.57,US Dollar,ACH,1
2022/09/07 16:47,120193,810241490,139793,80EB1AA20,11901.23,Swiss Franc,11901.23,Swiss Franc,ACH,1
2022/09/05 20:14,20,800103610,219077,807C1CD20,53478.0,Euro,53478.0,Euro,Cash,0
2022/09/12 12:37,22,8001A6870,22,8000FC360,7762.42,Euro,7762.42,Euro,ACH,1
2022/09/11 13:55,1292,800DF30E0,112497,804D99520,449279.44,Rupee,449279.44,Rupee,ACH,1
2022/09/05 03:03,211,80766B010,120292,8083FCCB0,374.47,UK Pound,374.47,UK Pound,Credit Card,0
2022/09/06 07:57,220,81086F380,45304,81126CD20,436.51,Shekel,436.51,Shekel,Cash,0
2022/09/01 11:55,19,80009C820,214,808AF0AF0,223.11,Canadian Dollar,223.11,Canadian Dollar,Cash,0
2022/09/06 04:24,1068,800BB7FF0,2843,800DDAD60,152951.66,US Dollar,152951.66,US Dollar,Cash,0
2022/09/06 19:48,32564,80C7E7D60,234395,80C9DD860,23174.22,Mexican Peso,23174.22,Mexican Peso,ACH,0
